plant_code,name,state,lat,lon,ba,nameplate_MW_total,nameplate_MW_peaker,nameplate_MW_ccgt,n_units,cf_ac,cf_dc
4939,Barney M Davis,TX,27.6064,-97.3117,ERCO,730.2,0.0,730.2,3,0.2288375955034571,0.1760289196180439
56502,Emporia Energy Center,KS,38.445883,-96.065247,SWPP,730.2,730.2,0.0,7,0.22062972537348988,0.16971517336422298
55415,Vandolah Power Station,FL,27.523607,-81.923951,FPC,728.0,728.0,0.0,4,0.23087363520821794,0.17759510400632147
55193,Ontelaunee Energy Center,PA,40.4219,-75.9356,PJM,728.0,0.0,728.0,3,0.189820412626103,0.1460157020200792
55640,University Park North,IL,41.4425,-87.7514,PJM,726.0,726.0,0.0,12,0.19233398571374805,0.14794921977980618
56948,Coolidge Generation Station,AZ,32.917399,-111.503327,SRP,726.0,726.0,0.0,12,0.26507335494818696,0.2039025807293746
7916,Talbot County Energy,GA,32.5892,-84.6917,SOCO,726.0,726.0,0.0,6,0.20950508709420732,0.1611577593032364
64020,West Riverside Energy Center,WI,42.582051,-89.041214,MISO,723.2,0.0,723.2,3,0.2025086426386659,0.1557758789528199
10,Greene County,AL,32.6017,-87.7811,SOCO,720.0,720.0,0.0,9,0.2073008077810774,0.159462159831598
55516,Fayette Energy Facility,PA,39.8592,-79.9182,PJM,714.9000000000001,0.0,714.9000000000001,3,0.17764625170101547,0.13665096284693498
55397,Washington Energy Facility,OH,39.58,-81.6564,PJM,714.9000000000001,0.0,714.9000000000001,3,0.18227446195485814,0.1402111245806601
7999,Grays Harbor Energy Facility,WA,46.9692,-123.48,BPAT,714.9000000000001,0.0,714.9000000000001,3,0.14804175018595989,0.11387826937381529
55418,Hot Spring Generating Facility,AR,34.29759,-92.868344,MISO,714.8,0.0,714.8,3,0.20054014108724985,0.15426164699019218
55282,Arlington Valley Energy Facility,AZ,33.3417,-112.8897,DEAA,713.0,0.0,713.0,3,0.2656445477392763,0.2043419597994433
56532,Colusa Generating Station,CA,39.3661,-122.27,CISO,712.4,0.0,712.4,3,0.2336050039809478,0.1796961569084214
55345,Otay Mesa Generating Project,CA,32.581481,-116.914969,CISO,710.7,0.0,710.7,3,0.25996153075578765,0.19997040827368281
8049,Intercession City,FL,28.262778,-81.548611,FPC,708.6,708.6,0.0,7,0.2252543079273651,0.1732725445595116
55177,South Point Energy Center,AZ,34.8678,-114.5317,WALC,708.0,0.0,708.0,3,0.2671859918285372,0.20552768602195168
7238,Cane Island,FL,28.2764,-81.533,FMPP,706.0,32.0,674.0,7,0.2252543079273651,0.1732725445595116
58236,Marshalltown Generating Station,IA,42.043333,-92.872778,MISO,705.9,0.0,705.9,3,0.20132256978517227,0.15486351521936328
7838,Remington,VA,38.5442,-77.7714,PJM,705.5,705.5,0.0,4,0.1999395546669767,0.1537996574361359
55334,Holland Energy Facility,IL,39.223144,-88.758406,MISO,702.1,0.0,702.1,3,0.2060343757354952,0.1584879813349963
55267,Edward L. Addison Generating Plant,GA,32.9111,-84.3064,SOCO,701.2,701.2,0.0,4,0.20885747943366673,0.16065959956435902
62116,AES Huntington Beach Energy Project,CA,33.645618,-117.979372,CISO,699.2,0.0,699.2,3,0.25060259832386783,0.1927712294798983
2723,Dan River,NC,36.4862,-79.7208,DUK,697.9000000000001,0.0,697.9000000000001,3,0.2085344929288863,0.1604111484068356
2720,Buck,NC,35.7133,-80.3767,DUK,697.9000000000001,0.0,697.9000000000001,3,0.21819244507398822,0.16784034236460632
7900,Sand Hill,TX,30.2098,-97.6129,ERCO,696.4,308.4,388.0,8,0.21870315608975185,0.1682331969921168
56798,Kleen Energy Systems Project,CT,41.553227,-72.596867,ISNE,693.0,0.0,693.0,3,0.19486993277807188,0.1498999482908245
55111,Vermillion Energy Facility,IN,39.922328,-87.446358,MISO,692.0,692.0,0.0,8,0.19854145836412096,0.1527241987416315
55672,AL Sandersville LLC,GA,33.1189,-82.8608,SOCO,692.0,692.0,0.0,8,0.22032016598741422,0.16947705075954939
55222,Lincoln Generating Facility,IL,41.393315,-87.943612,PJM,692.0,692.0,0.0,8,0.1978908679317843,0.152223744562911
55110,Madison,OH,39.4522,-84.4647,PJM,692.0,692.0,0.0,8,0.19517098661764018,0.1501315281674155
55236,Lee Energy Facility,IL,41.8287,-89.4054,PJM,692.0,692.0,0.0,8,0.1988829196859427,0.152986861296879
58557,Mesquite Generating Station Block 1,AZ,33.345,-112.864167,SRP,691.6,0.0,691.6,3,0.26692410372745795,0.20532623363650612
55481,Mesquite Generating Station Block 2,AZ,33.345047,-112.864227,SRP,691.6,0.0,691.6,3,0.26692410372745795,0.20532623363650612
408,Valley (CA),CA,34.244991,-118.391327,LDWP,690.5,60.5,630.0,4,0.25604212955974104,0.19695548427672388
7296,State Line Combined Cycle,MO,37.0659,-94.614,SWPP,690.5,123.0,567.5,4,0.217321919449463,0.1671707072688177
55328,Hermiston Power Partnership,OR,45.794046,-119.313323,GRID,689.4,0.0,689.4,3,0.20138449617080265,0.1549111509006174
55687,Higgins Generating Station,NV,35.6139,-115.3561,NEVP,688.4,0.0,688.4,3,0.2725061847968471,0.2096201421514208
55821,Curtis H Stanton Energy Center,FL,28.488246,-81.166944,FPC,688.3,0.0,688.3,3,0.22278902278326446,0.17137617137174188
55347,Armstrong,PA,40.638021,-79.351725,PJM,688.0,688.0,0.0,4,0.17698090105407818,0.1361391546569832
55182,Sunrise Power LLC,CA,35.2097,-119.585,CISO,685.2,0.0,685.2,3,0.2532106452092689,0.19477741939174528
55835,Rocky Mountain Energy Center,CO,40.0908,-104.5953,PSCO,685.0999999999999,0.0,685.0999999999999,3,0.23800560169094578,0.1830812320699583
55496,Goose Creek Energy Center,IL,40.106931,-88.599867,MISO,684.0,684.0,0.0,6,0.205181556214495,0.1578319663188423
56458,Hobbs Generating Station,NM,32.728333,-103.309444,SWPP,681.5,7.2,674.3,4,0.26459717153508233,0.2035362857962172
55340,Dell Power Station,AR,35.8619,-90.0253,AECI,679.1,0.0,679.1,3,0.20910048752217708,0.16084652886321313
55217,Los Medanos Energy Center,CA,38.030071,-121.873004,CISO,678.3,0.0,678.3,3,0.24753895648957785,0.1904145819150599
55350,Dresden Energy Facility,OH,40.0928,-82.0276,PJM,678.3,0.0,678.3,3,0.18122006448448838,0.1394000496034526
62115,AES Alamitos Energy Center,CA,33.767229,-118.100194,CISO,678.0,0.0,678.0,3,0.25060259832386783,0.1927712294798983
55357,Jack Fusco Energy Center,TX,29.4731,-95.6244,MISO,675.6,0.0,675.6,3,0.2142113151538741,0.1647779347337493
55641,Riverside Energy Center,WI,42.583056,-89.035833,MISO,674.9000000000001,0.0,674.9000000000001,3,0.2025086426386659,0.1557758789528199
2847,Tait Electric Generating Station,OH,39.727249,-84.211084,PJM,669.8,669.8,0.0,7,0.19455694033232976,0.1496591848710229
55386,Columbia Energy Center (SC),SC,33.8697,-81.0178,SCEG,668.5,0.0,668.5,3,0.21556975548988033,0.1658228888383695
62565,"Hill Top Energy Center, LLC",PA,39.894212,-79.938201,PJM,664.7,0.0,664.7,1,0.1765673053128109,0.1358210040867776
3403,Gallatin (TN),TN,36.3156,-86.4006,TVA,663.2,663.2,0.0,8,0.19902701511089893,0.15309770393146072
59002,Carlsbad Energy Center,CA,33.140507,-117.333916,CISO,659.0,659.0,0.0,5,0.25381713599557254,0.19524395076582501
3295,Urquhart,SC,33.435,-81.9111,SCEG,658.9,111.1,547.8,8,0.21528520988972427,0.1656040076074802
55178,Dogwood Energy Facility,MO,38.7931,-94.3006,SWPP,655.2,0.0,655.2,3,0.2130264412155152,0.163866493242704
55124,Griffith Energy LLC,AZ,35.054029,-114.133272,GRIF,655.0,0.0,655.0,3,0.26888228727889546,0.2068325286760734
56467,Russell City Energy Center,CA,37.63466,-122.13381,CISO,655.0,0.0,655.0,3,0.23525662937938072,0.180966637984139
56350,Colorado Bend Energy Center,TX,29.2878,-96.0683,ERCO,654.1,74.0,580.1,8,0.2161888294030561,0.16629909954081237
533,McWilliams,AL,31.400255,-86.476449,SOCO,654.0,0.0,654.0,7,0.2111578469700081,0.16242911305385238
56259,Empire Generating Co LLC,NY,42.625239,-73.750021,NYIS,653.7,0.0,653.7,3,0.18523551370044775,0.1424888566926521
55667,Lower Mount Bethel Energy,PA,40.801924,-75.107563,PJM,651.6,0.0,651.6,3,0.1870752711022112,0.1439040546940086
57664,Astoria Energy II,NY,40.781321,-73.896618,NYIS,650.0,0.0,650.0,3,0.19626370292759635,0.1509720791750741
55343,Luna Energy Facility,NM,32.299349,-107.7834,PNM,650.0,0.0,650.0,3,0.2771050196163896,0.21315770739722278
1403,Nine Mile Point,LA,29.9472,-90.1458,MISO,649.5,0.0,649.5,3,0.2244921249022704,0.1726862499248234
55270,Jackson Generating Station,MI,42.2488,-84.3767,MISO,649.0,0.0,649.0,9,0.18921620069012268,0.14555092360778668
55412,Osprey Energy Center Power Plant,FL,28.0525,-81.8083,TEC,644.2,0.0,644.2,3,0.22817922601329585,0.1755224815486891
56964,Bayonne Energy Center,NJ,40.652834,-74.09155,NYIS,644.0,644.0,0.0,10,0.19626370292759635,0.1509720791750741
1912,High Bridge,MN,44.9314,-93.1117,MISO,644.0,0.0,644.0,3,0.19927986729527425,0.15329220561174942
991,Eagle Valley (IN),IN,39.48517,-86.4183,MISO,644.0,0.0,644.0,3,0.19710690054030586,0.1516206927233122
50815,"Odyssey Energy Altura Cogen, LLC",TX,29.8161,-95.10773,ERCO,643.6,0.0,643.6,7,0.20975103696974245,0.1613469515151865
55112,Sutter Energy Center,CA,39.053139,-121.695873,BANC,636.0,0.0,636.0,3,0.2372854418362592,0.1825272629509686
55393,Metcalf Energy Center,CA,37.2207,-121.7457,CISO,635.0,0.0,635.0,3,0.24835071668032108,0.1910390128310162
55183,Nelson Energy Center,IL,41.774444,-89.607222,PJM,627.5,0.0,627.5,4,0.1988829196859427,0.152986861296879
469,Cherokee,CO,39.807275,-104.964548,PSCO,625.6,0.0,625.6,3,0.2379562584393463,0.1830432757225741
56565,J Lamar Stall Unit,LA,32.51947,-93.760125,SWPP,624.0,0.0,624.0,3,0.2136172814663593,0.1643209857433533
55164,Bluegrass Generating Station,KY,38.3902,-85.4133,PJM,624.0,624.0,0.0,3,0.1993742023742348,0.1533647710571037
55400,Elk Hills Power LLC,CA,35.280318,-119.470707,CISO,623.0,0.0,623.0,3,0.2532106452092689,0.19477741939174528
54761,Hermiston Generating Plant,OR,45.8042,-119.37,PACW,621.2,0.0,621.2,4,0.20138449617080265,0.1549111509006174
643,Lansing Smith,FL,30.2686,-85.7003,FPL,619.7,0.0,619.7,3,0.22180778070686577,0.17062136977451212
56476,Gateway Generating Station,CA,38.0175,-121.7587,CISO,619.7,0.0,619.7,3,0.24753895648957785,0.1904145819150599
55364,Sugar Creek Power,IN,39.3931,-87.5108,MISO,619.4,0.0,619.4,3,0.2009118660198251,0.1545475892460193
59338,Gila River Power Block 1,AZ,32.975,-112.694444,SRP,619.0,0.0,619.0,3,0.267301922771116,0.20561686367008922
55306,Gila River Power Block 4,AZ,32.975,-112.6944,SRP,619.0,0.0,619.0,3,0.267301922771116,0.20561686367008922
60768,Gila River Power Block 2,AZ,32.975,-112.694444,SRP,619.0,0.0,619.0,3,0.267301922771116,0.20561686367008922
59784,Gila River Power Block 3,AZ,32.975,-112.6944,TEPC,619.0,0.0,619.0,3,0.267301922771116,0.20561686367008922
56031,Fox Energy Center,WI,44.3204,-88.208889,MISO,618.8,0.0,618.8,3,0.19506942396379295,0.1500534030490715
55168,Bastrop Energy Center,TX,30.1458,-97.55,ERCO,618.7,0.0,618.7,3,0.21870315608975185,0.1682331969921168
55231,Liberty Electric Power Plant,PA,39.8614,-75.3358,PJM,614.0,0.0,614.0,3,0.2080655032658584,0.16005038712758338
3804,Possum Point,VA,38.5367,-77.2806,PJM,613.0,0.0,613.0,3,0.19852988136677396,0.1527152933590569
55188,Cordova Energy,IL,41.712216,-90.279679,PJM,611.2,0.0,611.2,3,0.1972370387717739,0.1517207990552107
55470,Green Power 2,TX,29.378097,-94.932773,ERCO,611.0,0.0,611.0,4,0.21797782437681526,0.16767524952062712
8073,Beaver,OR,46.172401,-123.17392,PGE,610.7,24.5,586.2,8,0.15166817745650518,0.11666782881269629
2411,PSEG Sewaren Generating Station,NJ,40.5558,-74.2469,PJM,609.5,0.0,609.5,2,0.19481652331099308,0.1498588640853793
55154,Lost Pines 1 Power Project,TX,30.1478,-97.2714,ERCO,609.0,0.0,609.0,3,0.2220211845805626,0.17078552660043278
55661,Newington Energy Center,NH,43.1047,-70.8061,ISNE,605.5,0.0,605.5,3,0.19581087886696844,0.1506237529745911
55522,Sundance,AZ,32.9285,-111.5899,WALC,605.0,605.0,0.0,10,0.26507335494818696,0.2039025807293746
2404,PSEG Kearny Generating Station,NJ,40.737283,-74.096464,PJM,605.0,605.0,0.0,10,0.19626370292759635,0.1509720791750741
63688,Topaz Generating,TX,29.426389,-94.976667,ERCO,605.0,605.0,0.0,10,0.21797782437681526,0.16767524952062712
8031,Emery Station,IA,43.094,-93.292222,MISO,602.8,0.0,602.8,3,0.20545845183113304,0.1580449629470254
55514,Apex Generating Station,NV,36.415999,-114.960916,NEVP,600.6,0.0,600.6,3,0.2676994675528917,0.20592266734837822
55218,Hinds Energy Facility,MS,32.378969,-90.219906,MISO,600.4,49.1,551.3,4,0.21108070772682752,0.1623697751744827
165,GREC,OK,36.190278,-95.2894,SWPP,600.3,0.0,600.3,2,0.2194577972272914,0.16881369017483952
55221,Harry L. Oswald,AR,34.5923,-92.2166,MISO,599.5,0.0,599.5,9,0.20599972277478698,0.1584613252113746
58835,Elk Station,TX,33.865,-101.843333,SWPP,599.4000000000001,599.4000000000001,0.0,3,0.2635633335067244,0.2027410257744034
7836,Marsh Run Generation Facility,VA,38.5283,-77.7681,PJM,596.7,596.7,0.0,3,0.1999395546669767,0.1537996574361359
55392,Zion Energy Center,IL,42.4776,-87.895,PJM,596.7,596.7,0.0,3,0.19836166891914347,0.1525858991685719
7872,Robert P Mone Plant,OH,40.9297,-84.7392,PJM,596.7,596.7,0.0,3,0.19006424282270765,0.1462032637097751
55406,Bobby C Smith Jr Energy Facility,GA,32.277252,-81.284411,SOCO,596.6,0.0,596.6,3,0.21382510665027812,0.1644808512694447
55107,Rhode Island State Energy Center,RI,41.8017,-71.5186,ISNE,596.0,0.0,596.0,3,0.1986693829253721,0.1528226022502862
55375,Astoria Energy,NY,40.7825,-73.8964,NYIS,595.0,0.0,595.0,3,0.19626370292759635,0.1509720791750741
10789,Sabine River Operations,TX,30.0552,-93.7579,MISO,594.9,0.0,594.9,4,0.21029297808279643,0.1617638292944588
7946,Wansley Unit 9,GA,33.4083,-85.0403,SOCO,594.1,0.0,594.1,3,0.20220578690770422,0.15554291300592632
55206,Corpus Christi Energy Center,TX,27.8139,-97.4283,ERCO,593.3,0.0,593.3,3,0.22977847958814307,0.1767526766062639
55662,Chehalis Generating Facility,WA,46.6225,-122.9131,BPAT,593.3,0.0,593.3,3,0.14976585658098468,0.1152045050622959
55295,Blythe Energy Inc,CA,33.6157,-114.6865,CISO,591.0,0.0,591.0,3,0.2640368718738643,0.2031052860568187
913,Venice,IL,38.6642,-90.1764,MISO,586.0,586.0,0.0,4,0.20700847422902063,0.1592372878684774
1927,Riverside (MN),MN,45.0203,-93.2753,MISO,585.9,0.0,585.9,3,0.1983066832568492,0.1525436025052686
55192,Osceola Generating Station (FL),FL,28.1289,-81.0978,FPC,580.0,580.0,0.0,3,0.22874977529702287,0.1759613656130945
688,Arvah B Hopkins,FL,30.4522,-84.4,TAL,579.1,121.0,458.1,4,0.21249276014660082,0.1634559693435391
55126,Milford Power Project,CT,41.224355,-73.099728,ISNE,578.0,0.0,578.0,2,0.1943066581896531,0.149466660145887
55212,ANP Blackstone Energy Project,MA,42.059876,-71.515811,ISNE,578.0,0.0,578.0,2,0.1931550724432567,0.1485808249563513
55211,ANP Bellingham Energy Project,MA,42.110577,-71.453468,ISNE,578.0,0.0,578.0,2,0.1931550724432567,0.1485808249563513
55259,Whiting Clean Energy,IN,41.6739,-87.4775,MISO,576.8,0.0,576.8,3,0.19373196459918313,0.14902458815321779
568,Bridgeport Station,CT,41.1706,-73.1844,ISNE,576.3,0.0,576.3,2,0.19472776075765713,0.1497905851981978
7985,Greater Des Moines,IA,41.5563,-93.5283,MISO,576.3,0.0,576.3,3,0.20296069167249475,0.15612360897884212
7512,Arthur Von Rosenberg,TX,29.257046,-98.384045,ERCO,575.0,0.0,575.0,3,0.22253725054994267,0.17118250042303282
4937,Thomas C Ferguson,TX,30.558,-98.3721,ERCO,574.6,0.0,574.6,3,0.22467012427242125,0.1728231725172471
55015,Sweeny Cogen Facility,TX,29.0728,-95.745,ERCO,572.0,572.0,0.0,4,0.21493712319567723,0.1653362486120594
7158,Woodsdale,OH,39.4492,-84.4611,PJM,571.8,571.8,0.0,6,0.19517098661764018,0.1501315281674155
7813,Sewell Creek Energy,GA,33.9486,-85.2769,SOCO,570.0,570.0,0.0,4,0.1995092025543586,0.15346861734950662
55664,Harrison County Power Project,TX,32.3958,-94.4367,SWPP,570.0,0.0,570.0,3,0.2064543668369515,0.1588110514130396
55251,Gleason Generating Facility,TN,36.2454,-88.612,TVA,567.8,567.8,0.0,3,0.2060852855891995,0.1585271427609227
56102,Currant Creek,UT,39.82144,-111.89345,PACE,566.9,0.0,566.9,3,0.2372671111490446,0.182513162422342
7063,McIntosh (AL),AL,31.2546,-88.0299,SOCO,566.0,566.0,0.0,4,0.20487660337093924,0.1575973872084148
55247,"Darby Power, LLC",OH,39.7139,-83.1778,PJM,564.0,564.0,0.0,6,0.19433494084153738,0.14948841603195182
55294,Westbrook Energy Center Power Plant,ME,43.6575,-70.375,ISNE,563.9,0.0,563.9,3,0.19209318219035673,0.1477639863002744
1904,Black Dog,MN,44.8108,-93.2501,MISO,562.8,238.0,324.8,3,0.19495641015068313,0.14996646934667932
55391,RockGen Energy Center,WI,42.9767,-89.0492,MISO,561.0,561.0,0.0,3,0.19642918611138302,0.1510993739318331
55985,Palomar Energy,CA,33.1197,-117.117778,CISO,559.0,0.0,559.0,3,0.25088537386809817,0.19298874912930628
56807,Bear Garden,VA,37.695556,-78.285278,PJM,559.0,0.0,559.0,3,0.20018289196242467,0.15398683997109588
6061,R D Morrow,MS,31.2186,-89.394,MISO,558.0,0.0,558.0,2,0.2071045010413149,0.1593111546471653
55970,Cosumnes,CA,38.338475,-121.123978,BANC,556.8,0.0,556.8,3,0.2325458109309247,0.17888139302378822
55710,Allegheny Energy Units 3 4 & 5,PA,40.545278,-79.768611,PJM,556.0,0.0,556.0,3,0.17828510517300494,0.1371423885946192
55404,Carville Energy LLC,LA,30.2294,-91.065,MISO,555.0,0.0,555.0,3,0.21471560962015307,0.1651658535539639
55283,Front Range Power Plant,CO,38.6281,-104.7069,WACM,554.3,0.0,554.3,3,0.24860230813501458,0.19123254471924198
55457,McClain Energy Facility,OK,35.29774,-97.58985,SWPP,551.3,0.0,551.3,3,0.22900380083740482,0.1761567698749268
55545,Hidalgo Energy Center,TX,26.34172,-98.175759,ERCO,551.3,0.0,551.3,3,0.22919822831665124,0.1763063294743471
55220,Attala,MS,33.0147,-89.6753,MISO,551.3,0.0,551.3,3,0.2080746909922664,0.16005745460943568
56349,Quail Run Energy Center,TX,31.8414,-102.315,ERCO,550.4,0.0,550.4,6,0.2621960889713425,0.201689299208725
55068,Maine Independence Station,ME,44.8242,-68.7094,ISNE,550.2,0.0,550.2,3,0.18824050813564805,0.1448003908735754
404,Scattergood,CA,33.918151,-118.427648,LDWP,549.6,213.8,335.8,4,0.24338556371084946,0.18721966439296112
399,Harbor,CA,33.7706,-118.2656,LDWP,548.1,302.5,245.6,8,0.2502803164669319,0.19252332035917838
7837,Louisa Generation Facility,VA,38.1181,-78.2139,PJM,545.7,545.7,0.0,5,0.19632896188402174,0.1510222783723244
59326,Middletown Energy Center,OH,39.465,-84.347778,PJM,543.9,0.0,543.9,2,0.19367996970392357,0.1489845920799412
59325,Kings Mountain Energy Center,NC,35.2025,-81.363056,DUK,543.9,0.0,543.9,2,0.21628752850278235,0.1663750219252172
55414,Shady Hills Generating Station,FL,28.3665,-82.558611,FPC,541.2,541.2,0.0,3,0.23073960047716008,0.1774920003670462
676,C D McIntosh Jr,FL,28.0801,-81.9229,FMPP,540.6,156.6,384.0,4,0.22913028621599973,0.1762540663199998
55438,MRP Elgin LLC,IL,42.000061,-88.244572,PJM,540.0,540.0,0.0,4,0.19324138518771591,0.1486472193751661
7917,Chattahoochee Energy Facility,GA,33.4072,-85.0386,SOCO,539.7,0.0,539.7,3,0.20220578690770422,0.15554291300592632
57901,El Segundo Energy Center LLC,CA,33.910556,-118.425,CISO,537.4,0.0,537.4,4,0.24338556371084946,0.18721966439296112
55077,Desert Star Energy Center,NV,35.788889,-114.994167,CISO,537.3,0.0,537.3,3,0.2604218844632794,0.2003245265102149
7925,Lakefield Junction,MN,43.798439,-94.841451,MISO,535.8,535.8,0.0,6,0.20262008940452514,0.1558616072342501
56806,Cedar Bayou 4,TX,29.751645,-94.92312,ERCO,535.5,0.0,535.5,3,0.20975103696974245,0.1613469515151865
55098,Frontera Energy Center,TX,26.208,-98.3992,ERCO,529.0,0.0,529.0,3,0.23675135333007458,0.1821164256385189
56196,Zeltmann,NY,40.7889,-73.9069,NYIS,528.0,0.0,528.0,3,0.19626370292759635,0.1509720791750741
50625,ExxonMobil Beaumont Refinery,TX,30.0636,-94.0753,MISO,527.6,527.6,0.0,4,0.21363882234447754,0.1643375556495981
58562,Montana Power Station,TX,31.823889,-106.211944,EPE,527.2,527.2,0.0,4,0.27801688156850535,0.213859139668081
2963,Northeastern,OK,36.4317,-95.7008,SWPP,527.0,0.0,527.0,3,0.2175716388801327,0.1673627991385636
61035,Birdsboro Power,PA,40.268522,-75.799669,PJM,525.0,0.0,525.0,1,0.1892002016555941,0.1455386166581493
61322,Long Ridge Energy Generation,OH,39.70257,-80.84552,PJM,521.9,0.0,521.9,1,0.17783220070820516,0.1367940005447732
55065,Mustang Station,TX,32.9728,-102.7417,SWPP,521.0,0.0,521.0,3,0.2663361947943234,0.20487399599563338
55042,Bridgeport Energy Project,CT,41.1692,-73.1844,ISNE,520.0,0.0,520.0,3,0.19472776075765713,0.1497905851981978
55276,Ceredo Generating Station,WV,38.3681,-82.5339,PJM,519.0,519.0,0.0,6,0.18397156247659982,0.1415165865204614
55313,Ingleside Cogeneration,TX,27.882778,-97.242778,ERCO,517.0,0.0,517.0,3,0.2270614252634679,0.17466263481805222
3236,Manchester Street,RI,41.8167,-71.4042,ISNE,515.0,0.0,515.0,6,0.1986693829253721,0.1528226022502862
2393,Gilbert,NJ,40.565833,-75.163889,PJM,512.0,161.0,351.0,6,0.19152781181039594,0.14732908600799688
55088,Dearborn Industrial Generation,MI,42.3026,-83.154,MISO,509.9,195.3,314.6,3,0.18838537959787,0.1449118304599
6761,Rawhide,CO,40.860905,-105.021207,PSCO,506.7999999999999,506.7999999999999,0.0,5,0.2295789044346062,0.1765991572573894
7604,St Francis Energy Facility,MO,36.5852,-90.1779,AECI,506.6,0.0,506.6,2,0.21076397266194144,0.16212613281687802
55103,Klamath Cogeneration Plant,OR,42.173889,-121.810556,AVRN,501.5,0.0,501.5,3,0.22668776804137428,0.1743752061856725
55224,Wheatland Generating Facility,IN,38.6716,-87.2931,MISO,500.4,500.4,0.0,4,0.2021530759262439,0.15550236609711068
57515,Walnut Creek Energy Park,CA,34.008709,-117.944864,CISO,500.0,500.0,0.0,5,0.25374455238500204,0.19518811721923232
58503,Carty Generating Station,OR,45.698611,-119.813056,PGE,500.0,0.0,500.0,2,0.2076795981317282,0.1597535370244063
54676,Oyster Creek Unit VIII,TX,28.9802,-95.342,ERCO,497.9,0.0,497.9,4,0.2217982779846717,0.170614059988209
55141,Hawk Road Facility,GA,33.358472,-84.991391,SOCO,495.0,495.0,0.0,3,0.20344456904175484,0.1564958223398114
55128,Walton County Energy Facility,GA,33.8148,-83.6954,SOCO,494.1,494.1,0.0,3,0.2081307215243681,0.16010055501874468
55117,RS Cogen,LA,30.221,-93.2826,MISO,493.0,0.0,493.0,3,0.20797933932393387,0.1599841071722568
64383,Braes Bayou Plant,TX,29.480277,-95.620277,ERCO,484.0,484.0,0.0,8,0.2142113151538741,0.1647779347337493
66604,Remy Jade Power Station,TX,29.848372,-95.016398,ERCO,484.0,484.0,0.0,8,0.20975103696974245,0.1613469515151865
63335,HO Clarke Generating,TX,29.64536,-95.45169,ERCO,484.0,484.0,0.0,8,0.2110174983136931,0.16232115254899468
65372,Mark One Power Station,TX,29.227109,-95.430756,ERCO,484.0,484.0,0.0,8,0.21541366242761484,0.16570281725201141
65373,Brotman Power Station,TX,29.364128,-95.435068,ERCO,484.0,484.0,0.0,8,0.21541366242761484,0.16570281725201141
56227,Port Westward,OR,46.17894,-123.172039,PGE,483.0,0.0,483.0,2,0.15166817745650518,0.11666782881269629
55237,Shelby Energy County,IL,39.2794,-88.4772,MISO,483.0,483.0,0.0,8,0.20459437544197195,0.1573802888015169
2079,Hawthorn,MO,39.1306,-94.4778,SWPP,477.2000000000001,164.4,312.8,4,0.21091581051569433,0.1622429311659187
56326,Mustang Station Unit 4,TX,32.974554,-102.743607,SWPP,472.1,472.1,0.0,3,0.2663361947943234,0.20487399599563338
50949,Hardee Power Station,FL,27.6364,-81.9636,TEC,470.1,182.4,287.70000000000005,5,0.22920065630719544,0.1763081971593811
55086,Gregory Power Plant,TX,27.88929,-97.258417,ERCO,469.8,0.0,469.8,3,0.2270614252634679,0.17466263481805222
7843,Pleasant Valley (MN),MN,43.799446,-92.682874,MISO,467.8,467.8,0.0,3,0.19936824650337506,0.1533601896179808
55176,Eastman Cogeneration Facility,TX,32.4481,-94.6903,SWPP,467.7,0.0,467.7,3,0.21694672592992503,0.1668820968691731
147,Kyrene,AZ,33.3556,-111.9353,SRP,465.7,173.7,292.0,5,0.26675505382156167,0.2051961952473551
2953,Mustang,OK,35.46988,-97.67498,SWPP,462.0,462.0,0.0,7,0.23085603393360443,0.1775815645643111
55081,Brownsville Peaking Power,TN,35.5438,-89.198,TVA,460.0,460.0,0.0,4,0.20812464689640706,0.16009588222800542
55417,Raccoon Creek Energy Center,IL,38.6996,-88.5392,MISO,456.0,456.0,0.0,4,0.20529747370277834,0.1579211336175218
1571,Chalk Point Power,MD,38.5444,-76.6861,PJM,456.0,456.0,0.0,4,0.2059708203621293,0.1584390925862533
59926,Alpine Power Plant,MI,45.063748,-84.825348,MISO,453.8,453.8,0.0,2,0.1810646362954983,0.1392804894580756
2070,Moselle,MS,31.528,-89.3004,MISO,451.5,166.5,285.0,6,0.20735006305180026,0.1595000485013848
3006,Anadarko Plant,OK,35.0847,-98.23,SWPP,450.2999999999999,135.0,315.29999999999995,6,0.2356915484518959,0.181301191116843
52088,Texas City Power Plant,TX,29.378697,-94.943829,ERCO,450.0,0.0,450.0,4,0.21797782437681526,0.16767524952062712
3494,Permian Basin,TX,31.5839,-102.9633,ERCO,447.0,447.0,0.0,5,0.2619672841615326,0.2015132955088712
3797,Chesterfield,VA,37.3822,-77.3833,PJM,446.6,0.0,446.6,4,0.2008093545230617,0.154468734248509
56998,Pueblo Airport Generating Station,CO,38.320833,-104.52639,PSCO,440.0,240.0,200.0,9,0.2509740000079373,0.1930569230830287
2880,Richland (OH),OH,41.305203,-84.334622,PJM,435.0,435.0,0.0,5,0.19154904124508984,0.1473454163423768
10725,Selkirk Cogen,NY,42.5744,-73.8592,NYIS,434.0,0.0,434.0,4,0.18422787418706985,0.1417137493746691
3464,Greens Bayou,TX,29.822201,-95.219429,ERCO,432.0,432.0,0.0,6,0.21445196458562255,0.16496304968124811
