plant_code,name,state,lat,lon,ba,nameplate_MW_total,nameplate_MW_peaker,nameplate_MW_ccgt,n_units,cf_ac,cf_dc
56803,Panoche Energy Center,CA,36.6514,-120.5833,CISO,432.0,432.0,0.0,4,0.2505917824707839,0.1927629095929107
10308,Sayreville Cogeneration Facility,NJ,40.439,-74.3444,PJM,430.2000000000001,0.0,430.2000000000001,3,0.19481652331099308,0.1498588640853793
55079,Millennium Power,MA,42.112291,-72.015113,ISNE,427.5,0.0,427.5,2,0.192515775792807,0.1480890583021592
60264,Bacliff,TX,29.49233,-94.98483,ERCO,427.2000000000001,427.2000000000001,0.0,6,0.21797782437681526,0.16767524952062712
2869,West Lorain,OH,41.429444,-82.264444,PJM,425.0,425.0,0.0,5,0.18441268356530643,0.1418559104348511
56445,Spindle Hill Energy Center,CO,40.092192,-104.887844,PSCO,420.0,420.0,0.0,2,0.24152403197696906,0.1857877169053608
52120,Freeport Energy,TX,28.991289,-95.407481,ERCO,419.3,0.0,419.3,4,0.21298044050742812,0.163831108082637
55223,Ennis Power Company LLC,TX,32.32,-96.675,ERCO,418.0,0.0,418.0,2,0.22424201825146628,0.1724938601934356
55433,Bayou Cove Peaking Power,LA,30.2825,-92.5997,MISO,416.0,416.0,0.0,4,0.2172923040052536,0.16714792615788737
56400,Treasure Coast Energy Center,FL,27.383889,-80.3775,FMPP,411.4,0.0,411.4,2,0.22582290143431552,0.1737099241802427
55244,Doyle Energy Facility,GA,33.837699,-83.699577,SOCO,409.0,409.0,0.0,5,0.2081307215243681,0.16010055501874468
7929,West Gardner,KS,38.7875,-94.9861,SWPP,408.0,408.0,0.0,4,0.21262870928224312,0.16356054560172548
7237,Angus Anson,SD,43.60347,-96.6356,MISO,405.7000000000001,405.7000000000001,0.0,3,0.20964663412807477,0.1612666416369806
50216,Watson Cogeneration,CA,33.816647,-118.244841,CISO,405.0,0.0,405.0,6,0.2502803164669319,0.19252332035917838
7948,Lawrence County Station,IN,38.8003,-86.4511,MISO,402.0,402.0,0.0,6,0.20136330884917505,0.15489485296090388
55486,Washington Parish Energy Center,LA,30.791389,-89.909166,MISO,399.6,399.6,0.0,2,0.205549375095805,0.15811490391985
10633,Hopewell Cogeneration,VA,37.291667,-77.281111,PJM,399.0,0.0,399.0,4,0.2078037716635088,0.159849055125776
55645,Blue Spruce Energy Center,CO,39.747875,-104.681404,PSCO,397.8,397.8,0.0,2,0.24204732425663608,0.1861902494281816
50707,JM Shafer Generating Station,CO,40.0986,-104.7736,PSCO,396.9,0.0,396.9,7,0.23959254379895706,0.1843019567684285
57555,Pio Pico Energy Center,CA,32.573889,-116.917777,CISO,395.4,395.4,0.0,3,0.25996153075578765,0.19997040827368281
56046,Magnolia Power Project,CA,34.1786,-118.3153,LDWP,387.6,0.0,387.6,2,0.26071656368153173,0.2005512028319475
7764,MPC Generating,GA,33.8119,-83.6953,SOCO,386.1,386.1,0.0,2,0.2081307215243681,0.16010055501874468
10307,Bellingham Cogeneration Facility,MA,42.0925,-71.4833,ISNE,386.1,0.0,386.1,3,0.1931550724432567,0.1485808249563513
55938,NAEA Ocean Peaking Power LLC,NJ,40.0633,-74.1672,PJM,383.0,383.0,0.0,2,0.19907608466648358,0.1531354497434489
55349,Pleasants Energy LLC,WV,39.3325,-81.3642,PJM,382.8,382.8,0.0,2,0.18035111067402157,0.1387316235954012
10692,ExxonMobil Baytown Turbine,TX,29.759124,-95.009648,ERCO,381.8,381.8,0.0,5,0.20975103696974245,0.1613469515151865
7203,South Fond Du Lac,WI,43.7353,-88.496667,MISO,381.6,381.6,0.0,4,0.19315598613758148,0.1485815277981396
7159,Concord,WI,43.1669,-88.69,MISO,381.6,381.6,0.0,4,0.19800116986264538,0.1523085922020349
7270,Paris (WI),WI,42.6658,-88.0131,MISO,381.6,381.6,0.0,4,0.19413899573470855,0.1493376890266989
56799,Greenland Energy Center,FL,30.159131,-81.518415,JEA,380.8,380.8,0.0,2,0.22158982027321336,0.1704537079024718
50043,Houston Chemical Complex Battleground,TX,29.7314,-95.0839,ERCO,380.7000000000001,0.0,380.7000000000001,4,0.20975103696974245,0.1613469515151865
60387,Invenergy Nelson Expansion LLC,IL,41.774417,-89.606528,PJM,380.0,380.0,0.0,2,0.1988829196859427,0.152986861296879
55202,Pinckneyville,IL,38.1114,-89.3467,MISO,380.0,380.0,0.0,8,0.20561887138452975,0.1581683626034844
6223,Empire Energy Center,MO,37.1385,-94.1041,SWPP,379.0,379.0,0.0,4,0.21639939325878366,0.1664610717375259
3443,Victoria,TX,28.7883,-97.01,ERCO,376.9,0.0,376.9,2,0.21400448862276364,0.16461883740212588
1240,Gordon Evans Energy Center,KS,37.7903,-97.521667,SWPP,375.1,375.1,0.0,3,0.229783355480695,0.1767564272928423
55109,MRP Rocky Road LLC,IL,42.0931,-88.2397,PJM,374.0,374.0,0.0,3,0.19324138518771591,0.1486472193751661
7960,Kemper County,MS,32.7976,-88.606,TVA,372.0,372.0,0.0,4,0.20324293469812776,0.1563407189985598
55135,Alliant Energy Neenah,WI,44.1936,-88.5064,MISO,371.0,371.0,0.0,2,0.19511277971391053,0.150086753626085
666,J D Kennedy,FL,30.364818,-81.625967,JEA,370.0,370.0,0.0,2,0.2183257489476289,0.1679428838058684
7212,Darbytown,VA,37.498223,-77.368544,PJM,368.4,368.4,0.0,4,0.2027524940736957,0.1559634569797659
7032,Gravel Neck,VA,37.1575,-76.6911,PJM,367.6,367.6,0.0,4,0.20329839727211885,0.1563833825170145
3482,Jones,TX,33.5239,-101.7392,SWPP,365.4,365.4,0.0,2,0.26019639379054754,0.20015107214657502
57943,Lonesome Creek Station,ND,47.796667,-103.57861,SWPP,363.0,363.0,0.0,6,0.19728351049482462,0.15175654653448048
57349,Garrison Energy Center LLC,DE,39.187195,-75.499396,PJM,361.0,0.0,361.0,2,0.20561962114571386,0.1581689393428568
2493,East River,NY,40.7281,-73.9742,NYIS,360.0,360.0,0.0,2,0.19626370292759635,0.1509720791750741
54538,Hartwell Energy Facility,GA,34.339588,-82.819871,SOCO,360.0,360.0,0.0,2,0.20899071586665458,0.1607620891281958
10761,Las Vegas Generating Station,NV,36.2319,-115.1222,NEVP,358.9,0.0,358.9,8,0.2701582752850595,0.2078140579115842
55165,Calcasieu,LA,30.1608,-93.345,MISO,358.8,358.8,0.0,2,0.20797933932393387,0.1599841071722568
58471,Ector County Energy Center,TX,32.069167,-102.585556,ERCO,358.8,358.8,0.0,2,0.2616275318483003,0.2012519475756156
55718,Dean,MI,42.77412,-82.48203,MISO,357.6,357.6,0.0,4,0.18732032891414402,0.1440925607031877
8063,DeCordova Steam Electric Station,TX,32.403056,-97.700556,ERCO,357.6,357.6,0.0,4,0.23287928225028898,0.1791379094232992
55253,Crete Energy Venture LLC,IL,41.429444,-87.6187,PJM,356.0,356.0,0.0,4,0.1953313049533538,0.1502548499641183
55250,University Park South,IL,41.440893,-87.753189,PJM,353.4,353.4,0.0,6,0.19233398571374805,0.14794921977980618
55284,Big Sandy Peaker Plant,WV,38.3441,-82.5938,PJM,353.4,353.4,0.0,6,0.18397156247659982,0.1415165865204614
2499,Narrows Gas Turbines Generating,NY,40.648611,-74.020833,NYIS,352.0,352.0,0.0,16,0.19626370292759635,0.1509720791750741
56151,South Harper,MO,38.6803,-94.4824,SWPP,351.0,351.0,0.0,3,0.21244555333981627,0.16341965641524328
55517,Wallingford Energy,CT,41.448694,-72.835364,ISNE,350.0,350.0,0.0,7,0.19364376000610473,0.1489567384662344
61144,Astoria Station,SD,44.574965,-96.55942,MISO,349.0,349.0,0.0,1,0.2025995779522871,0.155845829194067
56234,Caithness Long Island Energy Center,NY,40.8142,-72.9403,NYIS,348.9,0.0,348.9,2,0.19165872975008943,0.1474297921154534
56241,Cannon Falls Energy Center,MN,44.536688,-92.915528,MISO,346.8,346.8,0.0,2,0.1929174873134214,0.1483980671641703
56166,Sheboygan Falls,WI,43.751826,-87.878056,MISO,346.8,346.8,0.0,2,0.1927365630846024,0.14825889468046338
55651,Spring Creek Energy Center,OK,35.7422,-97.655,SWPP,346.0,346.0,0.0,4,0.22841368531083858,0.1757028348544912
55972,Cass County,NE,40.947913,-95.964026,SWPP,345.0,345.0,0.0,2,0.21330106883728045,0.1640777452594465
56292,Hamlet Generating Facility,NC,34.842311,-79.736087,CPLE,343.79999999999995,343.79999999999995,0.0,6,0.20847500988738396,0.16036539222106458
56249,Anson County Generation Facility,NC,34.968651,-79.921738,CPLE,343.79999999999995,343.79999999999995,0.0,6,0.2104114822159177,0.1618549863199367
683,Indian River Plant,FL,28.493232,-80.780124,FMPP,342.8,342.8,0.0,4,0.22850940169688683,0.17577646284375908
7759,Georgetown,IN,39.902556,-86.24405,MISO,340.0,340.0,0.0,4,0.19841821456486602,0.1526293958191277
7972,Sumpter,MI,42.167,-83.5318,MISO,340.0,340.0,0.0,4,0.188652675254855,0.1451174425037346
3096,Brunot Island,PA,40.464851,-80.043761,PJM,339.9,0.0,339.9,4,0.18114149804270094,0.1393396138790007
55933,Tracy Combined Cycle Power Plant,CA,37.7107,-121.4906,CISO,336.1,0.0,336.1,3,0.24763875390735496,0.1904913491595038
2292,Sarpy County,NE,41.170594,-95.970603,SWPP,334.9,334.9,0.0,5,0.21483502981572036,0.1652577152428618
56164,Faribault Energy Park,MN,44.3356,-93.290556,MISO,334.5,0.0,334.5,2,0.2023090673817044,0.155622359524388
564,Stanton Energy Center,FL,28.4822,-81.1678,FMPP,333.0,0.0,333.0,2,0.22278902278326446,0.17137617137174188
1556,Perryman,MD,39.442836,-76.221761,PJM,333.0,333.0,0.0,2,0.20643188204624935,0.1587937554201918
8027,Blue Lake,MN,44.7855,-93.4315,MISO,332.6,332.6,0.0,2,0.19819071194730067,0.1524543938056159
990,Harding Street,IN,39.711319,-86.196867,MISO,327.0,327.0,0.0,3,0.19788317523987128,0.1522178271075933
1572,Dickerson Power,MD,39.2097,-77.4644,PJM,326.0,326.0,0.0,2,0.19904031300872913,0.1531079330836378
56610,Deer Creek Station,SD,44.39624,-96.53332,SWPP,324.0,0.0,324.0,2,0.2025995779522871,0.155845829194067
50152,Dow St Charles Operations,LA,29.9861,-90.4414,MISO,323.6,0.0,323.6,4,0.22235447731350894,0.1710419056257761
55040,Mid-Georgia Cogeneration Facility,GA,32.4856,-83.6039,SOCO,323.0,0.0,323.0,3,0.2158696427628584,0.1660535713560449
54914,Brooklyn Navy Yard Cogeneration,NY,40.699357,-73.976392,NYIS,322.0,0.0,322.0,4,0.19626370292759635,0.1509720791750741
141,Agua Fria,AZ,33.5561,-112.2153,SRP,321.9,321.9,0.0,5,0.26634486431934035,0.20488066486103101
7848,Holden,MO,38.7538,-93.9983,AECI,321.29999999999995,321.29999999999995,0.0,3,0.21289457729049527,0.16376505945422712
2494,Gowanus Gas Turbines Generating,NY,40.6635,-74.0051,NYIS,320.0,320.0,0.0,16,0.19626370292759635,0.1509720791750741
55700,Mint Farm Generating Station,WA,46.138824,-122.985506,PSEI,319.0,0.0,319.0,2,0.14928629477499025,0.11483561136537711
57028,Langley Gulch Power Plant,ID,43.904444,-116.819722,IPCO,318.5,0.0,318.5,2,0.2139176036153939,0.1645520027810722
10298,Bayou Cogen Plant,TX,29.6225,-95.0458,ERCO,318.4,318.4,0.0,4,0.21797782437681526,0.16767524952062712
55818,Frederickson Power LP,WA,47.086111,-122.365674,BPAT,318.3,0.0,318.3,2,0.15043048673027754,0.1157157590232904
7721,Theodore Cogen Facility,AL,30.525445,-88.128477,SOCO,317.4,0.0,317.4,2,0.22067818104314998,0.1697524469562692
3250,Darlington County,SC,34.4185,-80.1657,CPLE,316.0,316.0,0.0,2,0.22116623642946834,0.1701278741765141
55238,NRG Rockford I,IL,42.238558,-89.101202,PJM,316.0,316.0,0.0,2,0.20010865896010574,0.1539297376616198
7754,Nodaway,MO,40.2877,-94.7913,AECI,315.6,315.6,0.0,2,0.21347702774940241,0.1642130982687711
55296,Calumet Energy Team LLC,IL,41.6835,-87.5563,PJM,312.8,312.8,0.0,2,0.19373196459918313,0.14902458815321779
6046,DeBary,FL,28.903863,-81.332329,FPC,310.5,310.5,0.0,3,0.22154620107605114,0.1704201546738855
58933,Shell Chemical Appalachia LLC,PA,40.671667,-80.336389,PJM,309.8,0.0,309.8,5,0.17722058373988514,0.1363235259537578
55395,Crossroads Energy Center,MS,34.183,-90.5621,MISO,306.4,306.4,0.0,4,0.2128703286318188,0.1637464066398606
55748,Los Esteros Critical Energy Center,CA,37.425,-121.9319,CISO,306.1,0.0,306.1,5,0.24230589148731432,0.1863891472979341
55051,Westlake Plaquemine,LA,30.2586,-91.185,MISO,306.0,306.0,0.0,3,0.21849128244026553,0.1680702172617427
1016,Butler-Warner Generation Plant,NC,35.0986,-78.8294,CPLE,303.4,57.6,245.8,9,0.21294449196597798,0.1638034553584446
55482,Goldendale Generating Station,WA,45.8114,-120.833,PSEI,302.8,0.0,302.8,2,0.21045380831693739,0.1618875448591826
1391,Louisiana 1,LA,30.4922,-91.1864,MISO,302.4,302.4,0.0,2,0.21610302387838723,0.16623309529106708
55179,Rathdrum Power LLC,ID,47.7858,-116.9203,AVA,301.5,0.0,301.5,2,0.17170208748598736,0.13207852883537488
56078,Walnut Energy Center,CA,37.4878,-120.8956,TIDC,300.6,0.0,300.6,3,0.2451699702648508,0.188592284819116
50489,PPG Powerhouse C,LA,30.22612,-93.295173,MISO,300.6,300.6,0.0,4,0.20797933932393387,0.1599841071722568
54844,Gordonsville Energy LP,VA,38.124688,-78.203543,PJM,300.4,0.0,300.4,4,0.19632896188402174,0.1510222783723244
50134,Sycamore Cogeneration,CA,35.452577,-118.985313,CISO,300.0,300.0,0.0,4,0.2556362283709113,0.19664325259300872
10496,Kern River Cogeneration,CA,35.4515,-118.9849,CISO,300.0,300.0,0.0,4,0.2556362283709113,0.19664325259300872
55127,Manchief Electric Generating Station,CO,40.217143,-103.68504,PSCO,300.0,300.0,0.0,2,0.23464046464056199,0.1804926651081246
7350,Coyote Springs,OR,45.847998,-119.67392,PGE,296.0,0.0,296.0,2,0.2076795981317282,0.1597535370244063
55233,Handsome Lake Energy LLC,PA,41.2908,-79.8061,PJM,294.5,294.5,0.0,5,0.17530472700368993,0.1348497900028384
2511,E F Barrett,NY,40.616689,-73.647881,NYIS,293.2,293.2,0.0,11,0.20097164899466527,0.1545935761497425
55048,Tiverton Power Plant,RI,41.6422,-71.1706,ISNE,290.1,0.0,290.1,2,0.192022950801097,0.14770996215468998
8059,Comanche (OK),OK,34.5431,-98.3244,SWPP,290.0,0.0,290.0,3,0.23255783565366756,0.1788906428105135
55041,Berkshire Power,MA,42.0476,-72.6478,ISNE,289.0,0.0,289.0,1,0.19124476289883668,0.1471113560760282
57978,Lodi Energy Center,CA,38.088056,-121.3875,CISO,288.9,0.0,288.9,2,0.24500342501869818,0.18846417309130628
54832,Brandywine Power Facility,MD,38.6681,-76.8678,PJM,288.8,0.0,288.8,3,0.20696305490876366,0.1592023499298182
7931,Coyote Springs II,OR,45.848039,-119.673965,BPAT,287.0,0.0,287.0,2,0.2076795981317282,0.1597535370244063
55210,Afton Generating Station,NM,32.114185,-106.846483,PNM,287.0,0.0,287.0,2,0.27940157735719284,0.2149242902747637
54574,Saranac Facility,NY,44.7132,-73.4557,NYIS,285.6,0.0,285.6,3,0.18069082415358545,0.1389929416566042
54537,Ferndale Generating Station,WA,48.828996,-122.685114,PSEI,285.5,0.0,285.5,3,0.1527096539637647,0.11746896458751131
55285,Wolf Hills Energy,VA,36.6644,-82.1044,PJM,285.0,285.0,0.0,5,0.19438425443749888,0.14952634956730682
6074,Greenwood (MO),MO,38.8615,-94.2982,SWPP,284.8,284.8,0.0,4,0.2130264412155152,0.163866493242704
1239,Riverton,KS,37.072616,-94.698704,SWPP,283.90000000000003,16.3,267.6,3,0.2135585807950291,0.1642758313807916
55010,LSP-Cottage Grove LP,MN,44.7956,-92.9119,MISO,283.5,0.0,283.5,2,0.19335297767893123,0.148733059753024
55011,Whitewater Generating Station,WI,42.855463,-88.72992,MISO,283.5,0.0,283.5,2,0.19579921056584226,0.1506147773583402
1007,Noblesville,IN,40.0969,-85.9714,MISO,283.0,0.0,283.0,5,0.19814167990483778,0.1524166768498752
54817,Johnson County,TX,32.3994,-97.4078,ERCO,282.6,0.0,282.6,2,0.23316248812292512,0.17935576009455778
1913,Inver Hills,MN,44.781,-93.042,MISO,280.79999999999995,280.79999999999995,0.0,6,0.19335297767893123,0.148733059753024
55241,Hog Bayou Energy Center,AL,30.7478,-88.0575,SOCO,280.0,0.0,280.0,2,0.20628038756642683,0.1586772212049437
7699,Tiger Bay,FL,27.746369,-81.849446,FPC,278.1,0.0,278.1,2,0.22983308654873855,0.1767946819605681
389,El Centro Hybrid,CA,32.802222,-115.54,IID,276.70000000000005,0.0,276.70000000000005,5,0.2661309663079097,0.2047161279291613
55100,Rumford Power LLC,ME,44.5303,-70.5219,ISNE,274.5,0.0,274.5,2,0.1934105486943192,0.1487773451494763
55242,Santa Rosa Energy Center,FL,30.5664,-87.115,FPL,274.5,0.0,274.5,2,0.2159441225088589,0.166110863468353
7953,Evander Andrews Power Complex,ID,43.179176,-115.734315,IPCO,270.9,270.9,0.0,3,0.22091765750929004,0.1699366596225308
689,S O Purdom,FL,30.162304,-84.200673,TAL,270.1,0.0,270.1,2,0.2111556560208193,0.16242742770832252
55204,Kinmundy,IL,38.7619,-89.0128,MISO,270.0,270.0,0.0,2,0.2060249854902169,0.1584807580693976
55201,Gibson City Energy Center LLC,IL,40.4705,-88.3987,MISO,270.0,270.0,0.0,2,0.2037205282683211,0.1567080986679393
2500,Ravenswood,NY,40.759167,-73.946111,NYIS,268.5,0.0,268.5,2,0.19626370292759635,0.1509720791750741
50109,Paris Energy Center,TX,33.6968,-95.5577,ERCO,265.6,0.0,265.6,3,0.21355255469205778,0.1642711959169675
1464,Big Cajun 1,LA,30.6739,-91.3556,MISO,265.6,265.6,0.0,2,0.21114003433665338,0.1624154110281949
422,Glenarm,CA,34.126,-118.1494,CISO,265.6,178.6,87.0,6,0.26071656368153173,0.2005512028319475
6063,Electrifarm,IA,42.4407,-92.4205,MISO,264.1,264.1,0.0,3,0.19754553718203435,0.1519581055246418
3439,Laredo,TX,27.5667,-99.5089,ERCO,263.6,263.6,0.0,2,0.2376707412355808,0.1828236471042929
59882,Exelon West Medway II LLC,MA,42.137218,-71.4447,ISNE,263.6,263.6,0.0,2,0.1957215554499365,0.1505550426537973
6373,Rokeby,NE,40.7316,-96.7364,SWPP,263.20000000000005,263.20000000000005,0.0,3,0.2170246445795969,0.1669420342919976
63259,Delta Energy Park,MI,42.690644,-84.657783,MISO,263.2,58.0,205.2,4,0.18630275334577387,0.1433098102659799
10726,Masspower,MA,42.1575,-72.5225,ISNE,260.9,0.0,260.9,3,0.19073068122733053,0.1467159086364081
56152,Freeport Energy Center,TX,28.988761,-95.395417,ERCO,260.0,0.0,260.0,2,0.21298044050742812,0.163831108082637
6085,R M Schahfer,IN,41.2164,-87.0261,MISO,258.0,258.0,0.0,2,0.19640532665120003,0.1510810205009231
55232,Marshall Energy Facility,KY,37.0286,-88.3958,TVA,258.0,258.0,0.0,3,0.2049433210815006,0.1576487085242312
6034,Belle River,MI,42.7756,-82.495,MISO,255.9,255.9,0.0,3,0.18732032891414402,0.1440925607031877
6035,Greenwood (MI),MI,43.1056,-82.6964,MISO,255.9,255.9,0.0,3,0.1847309493187786,0.1421007302452143
54324,Ocean State Power II,RI,42.0099,-71.6701,ISNE,254.2,0.0,254.2,3,0.19463638349758913,0.1497202949981455
51030,Ocean State Power,RI,42.009722,-71.668909,ISNE,254.2,0.0,254.2,3,0.19463638349758913,0.1497202949981455
2454,Cunningham,NM,32.7131,-103.3533,SWPP,253.8,253.8,0.0,2,0.26459717153508233,0.2035362857962172
341,Long Beach Generation LLC,CA,33.7641,-118.2248,CISO,252.0,252.0,0.0,4,0.2502803164669319,0.19252332035917838
50561,Eagle Point Power Generation,NJ,39.8746,-75.1592,PJM,251.8,0.0,251.8,4,0.2080655032658584,0.16005038712758338
7988,Silver Creek,MS,31.6004,-89.9468,MISO,250.5,250.5,0.0,3,0.20247167925811896,0.15574744558316841
54805,Milford Power LP,MA,42.129361,-71.511496,ISNE,249.3,0.0,249.3,2,0.1957215554499365,0.1505550426537973
7605,River Road Gen Plant,WA,45.6497,-122.7256,BPAT,248.0,0.0,248.0,1,0.15408849060944302,0.11852960816111001
8000,Beatrice,NE,40.330184,-96.808153,SWPP,247.1,0.0,247.1,3,0.21527615692885657,0.16559704379142812
55084,Crockett Cogen Project,CA,38.0569,-122.2161,CISO,247.0,0.0,247.0,1,0.2421748102672275,0.186288315590175
492,South Plant (CO),CO,38.824444,-104.833333,WACM,245.1,245.1,0.0,6,0.24860230813501458,0.19123254471924198
3612,V H Braunig,TX,29.2567,-98.3825,ERCO,244.0,244.0,0.0,4,0.22253725054994267,0.17118250042303282
55064,Black Hawk Station,TX,35.6957,-101.36,SWPP,243.9,243.9,0.0,2,0.25099135717243215,0.1930702747480247
7829,Smarr Energy Center,GA,32.9842,-83.8464,SOCO,242.0,242.0,0.0,2,0.20883945821156472,0.160645737085819
56674,Winchester Power Park,TX,30.02547,-96.9945,ERCO,242.0,242.0,0.0,4,0.21877249026735324,0.1682865309748871
55148,Worthington Generation LLC,IN,39.0708,-87.0128,MISO,242.0,242.0,0.0,4,0.19829008613970034,0.1525308354920772
2399,PSEG Burlington Generating Station,NJ,40.076611,-74.879172,PJM,242.0,242.0,0.0,4,0.1971908554272592,0.151685273405584
7964,Peno Creek,MO,39.3531,-91.2295,MISO,240.0,240.0,0.0,4,0.20467051340097325,0.1574388564622871
50292,Bethpage Power Plant,NY,40.7469,-73.4994,NYIS,239.6,60.0,179.60000000000002,6,0.20075057220063286,0.1544235170774099
120,Yucca,AZ,32.7214,-114.7106,AZPS,238.0,238.0,0.0,5,0.27141315320297554,0.2087793486176735
3628,R W Miller,TX,32.6581,-98.3103,ERCO,237.6,237.6,0.0,2,0.23339712896295628,0.1795362530484279
55229,Montpelier Electric Generating Station,IN,40.6206,-85.3057,MISO,236.0,236.0,0.0,4,0.1928460370661435,0.148343105435495
55365,Exelon LaPorte Generating Station,TX,29.7028,-95.0718,ERCO,236.0,236.0,0.0,4,0.20975103696974245,0.1613469515151865
55228,Greenville Electric Generating Station,OH,40.075783,-84.615136,PJM,236.0,236.0,0.0,4,0.19638987570045663,0.1510691351541974
52169,Midway Sunset Cogen,CA,35.2269,-119.6294,CISO,234.0,234.0,0.0,3,0.26819745909923176,0.2063057377686398
5083,Cumberland (NJ),NJ,39.3757,-74.9654,PJM,231.2,231.2,0.0,2,0.20314259483610847,0.1562635344893142
55075,Pine Bluff Energy Center,AR,34.2181,-91.9025,MISO,230.4,0.0,230.4,2,0.21211561482535216,0.1631658575579632
52176,C R Wing Cogen Plant,TX,32.273178,-101.422386,ERCO,230.0,0.0,230.0,3,0.25551020864637825,0.1965463143433679
3609,Leon Creek,TX,29.3525,-98.5761,ERCO,229.6,229.6,0.0,4,0.22253725054994267,0.17118250042303282
55453,Fountain Valley Power Facility,CO,38.5569,-104.6875,PSCO,228.0,228.0,0.0,6,0.25520096978751505,0.1963084382980885
50973,Motiva Enterprises Port Arthur Refinery,TX,29.888462,-93.950984,MISO,225.7,18.8,206.9,6,0.21363882234447754,0.1643375556495981
56505,Jonesboro City Water & Light Plant,AR,35.848561,-90.725377,MISO,224.3,224.3,0.0,5,0.21183722791119783,0.16295171377784448
7315,Almond Power Plant,CA,37.5744,-120.985,TIDC,223.5,223.5,0.0,4,0.2451699702648508,0.188592284819116
54041,Lockport Energy Associates LP,NY,43.161947,-78.744971,NYIS,221.3,0.0,221.3,4,0.1769543927695175,0.1361187636688596
55216,Morris Cogeneration LLC,IL,41.411944,-88.332778,PJM,218.8,0.0,218.8,4,0.19946018469551072,0.153430911304239
55622,West Valley Generation Project,UT,40.6667,-112.0317,PACE,217.0,217.0,0.0,5,0.2249974041765952,0.1730749262896886
56238,Groton Generation Station,SD,45.3735,-98.098689,SWPP,216.4,216.4,0.0,2,0.2045656532081656,0.157358194775512
1248,Hutchinson Energy Center,KS,38.0906,-97.874722,SWPP,213.6,213.6,0.0,3,0.231637643996281,0.1781828030740623
1595,Kendall Square Station,MA,42.3633,-71.0792,ISNE,213.4,0.0,213.4,2,0.19624292567131357,0.1509560966702412
10682,Brush Generation Facility,CO,40.2415,-103.631,PSCO,211.6,0.0,211.6,5,0.23464046464056199,0.1804926651081246
1366,Paddys Run,KY,38.223592,-85.841704,LGEE,210.6,210.6,0.0,2,0.19912788703101478,0.1531752977161652
7887,Terry Bundy Generating Station,NE,40.909653,-96.613086,SWPP,209.7,60.5,149.2,4,0.21570483701849574,0.16592679770653518
3548,Decker Creek,TX,30.3033,-97.6128,ERCO,206.0,206.0,0.0,4,0.21870315608975185,0.1682331969921168
56908,Dave Gates Generating Station,MT,46.104713,-112.876605,NWMT,203.1,203.1,0.0,3,0.19517706274718172,0.1501362021132167
10436,ExxonMobil Baytown Refinery,TX,29.753517,-94.997277,ERCO,201.8,201.8,0.0,6,0.20975103696974245,0.1613469515151865
55026,Dighton Power Plant,MA,41.8312,-71.1239,ISNE,200.0,0.0,200.0,1,0.19544832448196847,0.1503448649861296
57483,Mariposa Energy Project,CA,37.789167,-121.601944,CISO,199.6,199.6,0.0,4,0.24763875390735496,0.1904913491595038
2161,James River Power Station,MO,37.108611,-93.261944,SWPP,197.5,197.5,0.0,2,0.20742900427719613,0.1595607725209201
56143,Riverside Energy Resource Center,CA,33.9636,-117.4528,CISO,196.0,196.0,0.0,4,0.2533803116558033,0.1949079320429256
55200,Arapahoe Combustion Turbine Project,CO,39.6692,-105.0018,PSCO,194.0,0.0,194.0,3,0.2379562584393463,0.1830432757225741
4014,Wheaton,WI,44.885416,-91.515833,MISO,194.0,194.0,0.0,4,0.19372250568043323,0.14901731206187172
7551,SCA Cogen 2,CA,38.530943,-121.400128,BANC,193.4,44.0,149.39999999999998,4,0.24199817900816362,0.1861524453908951
55029,De Pere Energy Center,WI,44.44861,-88.07204,MISO,192.3,192.3,0.0,1,0.19362950551226843,0.1489457734709757
57842,Wabash Valley Power IGCC,IN,39.53,-87.4247,MISO,192.0,192.0,0.0,1,0.2009118660198251,0.1545475892460193
2039,Elk River,MN,45.296797,-93.558447,MISO,191.3,191.3,0.0,1,0.19692923780908808,0.1514840290839139
3631,Sam Rayburn,TX,28.8947,-97.135,ERCO,189.6,0.0,189.6,4,0.21963227109052524,0.16894790083886557
1068,Marshalltown,IA,42.0474,-92.859444,MISO,189.0,189.0,0.0,3,0.20132256978517227,0.15486351521936328
7760,Tilton,IL,40.106125,-87.653818,MISO,188.0,188.0,0.0,4,0.19977203354685644,0.15367079503604342
4076,West Marinette,WI,45.0869,-87.6881,MISO,187.1,187.1,0.0,3,0.19418420897882294,0.1493724684452484
50243,Bucksport Generation LLC,ME,44.5738,-68.8046,ISNE,186.8,186.8,0.0,1,0.1908900672138135,0.146838513241395
7975,Pyramid,NM,32.2363,-108.5494,PNM,186.0,186.0,0.0,4,0.27781440295395593,0.21370338688765841
201,Thomas Fitzhugh,AR,35.462382,-93.804926,SWPP,185.0,0.0,185.0,2,0.20604853833239364,0.1584988756403028
118,Saguaro,AZ,32.5517,-111.3,AZPS,184.5,184.5,0.0,3,0.26543140834077,0.20417800641597691
52193,Delaware City Plant,DE,39.5871,-75.6343,PJM,184.0,184.0,0.0,2,0.20477902328558964,0.1575223256042997
7307,Redding Power,CA,40.507292,-122.423281,BANC,183.1,73.8,109.3,6,0.21962285809097687,0.1689406600699822
50304,Shell Deer Park,TX,29.723185,-95.128856,ERCO,182.2,182.2,0.0,2,0.21445196458562255,0.16496304968124811
