plant_code,name,state,lat,lon,ba,nameplate_MW_total,nameplate_MW_peaker,nameplate_MW_ccgt,n_units,net_gen_MWh_2024,gas_cf,cf_ac,cf_dc,developable_area_mi2_10km_excl_forest,developable_MW_10km_excl_forest,developable_area_mi2_10km_incl_forest,developable_MW_10km_incl_forest,developable_area_mi2_5km_excl_forest,developable_MW_5km_excl_forest,developable_area_mi2_5km_incl_forest,developable_MW_5km_incl_forest
643,Lansing Smith,FL,30.2686,-85.7003,FPL,619.7,0.0,619.7,3,3965115.0,0.7304158441667532,0.1706213697745121,0.1706213697745121,5.332263860550448,487.5212672503266,13.654000904047491,1248.3657969414846,0.49656598610143954,45.40031872927447,2.725031814560874,249.14576590270843
56476,Gateway Generating Station,CA,38.0175,-121.7587,CISO,619.7,0.0,619.7,3,2866951.0,0.5281224970397371,0.1904145819150599,0.1904145819150599,37.777239057405104,3453.9189995341803,37.7803664848893,3454.204935761307,7.058603831825431,645.3580646240393,7.058603831825431,645.3580646240393
55364,Sugar Creek Power,IN,39.3931,-87.5108,MISO,619.4,0.0,619.4,3,4060692.0,0.7483844285897532,0.1545475892460193,0.1545475892460193,58.97181511778656,5391.708810769056,85.63070197693999,7829.092752177369,14.0247748068958,1282.2651252019016,19.98078670457157,1826.814784417972
59338,Gila River Power Block 1,AZ,32.975,-112.694444,SRP,619.0,0.0,619.0,3,2109491.0,0.3890298463422371,0.2056168636700892,0.2056168636700892,51.44166471973325,4703.237917232754,51.44166471973325,4703.237917232754,13.33326584094628,1219.0414483150882,13.33326584094628,1219.0414483150882
55306,Gila River Power Block 4,AZ,32.975,-112.6944,SRP,619.0,0.0,619.0,3,2906973.0,0.5361005377652864,0.2056168636700892,0.2056168636700892,51.432977421166036,4702.44364993518,51.432977421166036,4702.44364993518,13.337435744258539,1219.4226966179233,13.337435744258539,1219.4226966179233
60768,Gila River Power Block 2,AZ,32.975,-112.694444,SRP,619.0,0.0,619.0,3,3241057.0,0.5977119156689609,0.2056168636700892,0.2056168636700892,51.44166471973325,4703.237917232754,51.44166471973325,4703.237917232754,13.33326584094628,1219.0414483150882,13.33326584094628,1219.0414483150882
59784,Gila River Power Block 3,AZ,32.975,-112.6944,TEPC,619.0,0.0,619.0,3,3204308.0,0.5909347083600741,0.2056168636700892,0.2056168636700892,51.432977421166036,4702.44364993518,51.432977421166036,4702.44364993518,13.337435744258539,1219.4226966179233,13.337435744258539,1219.4226966179233
56031,Fox Energy Center,WI,44.3204,-88.208889,MISO,618.8,0.0,618.8,3,4455838.0,0.8220059889076811,0.1500534030490715,0.1500534030490715,83.38173412386195,7623.472834181663,87.49812367694638,7999.828450463668,19.622175019717346,1794.0274303741571,20.871061061738743,1908.2112970732562
55168,Bastrop Energy Center,TX,30.1458,-97.55,ERCO,618.7,0.0,618.7,3,3033754.0,0.5597526261058502,0.1682331969921168,0.1682331969921168,65.17211385117214,5958.593266392881,95.5436046260063,8735.415280092004,17.276951898514678,1579.6070307213417,26.782941482693108,2448.726078417655
55231,Liberty Electric Power Plant,PA,39.8614,-75.3358,PJM,614.0,0.0,614.0,3,3900183.0,0.7251243808843871,0.1600503871275833,0.1600503871275833,7.934631019342387,725.4519789113039,12.891603581789576,1178.6608989064755,0.29606313517034744,27.068629501288903,0.9399657049715843,85.93972159740198
3804,Possum Point,VA,38.5367,-77.2806,PJM,613.0,0.0,613.0,3,2179308.5,0.4058393297429365,0.1527152933590569,0.1527152933590569,3.9638405902443115,362.4082825366227,25.698419129563234,2349.5697489886384,0.9559503343352416,87.40117342493636,3.631638293034391,332.03550107743
55188,Cordova Energy,IL,41.712216,-90.279679,PJM,611.2,0.0,611.2,3,1150277.0,0.2148399211671328,0.1517207990552107,0.1517207990552107,77.05842324276475,7045.341553624205,82.89177048467158,7578.676158598543,20.600712330327323,1883.4936987727835,21.62650854514289,1977.280781270207
55470,Green Power 2,TX,29.378097,-94.932773,ERCO,611.0,0.0,611.0,4,3869265.866,0.7229083742498637,0.1676752495206271,0.1676752495206271,12.085074782810262,1104.9211229997952,13.836086682016107,1265.0136394986155,2.1700871820878165,198.4079709337432,2.31047392693385,211.2433304625234
8073,Beaver,OR,46.172401,-123.17392,PGE,610.7,24.5,586.2,8,1700300.04,0.3178290127430682,0.1166678288126962,0.1166678288126962,5.949409550764693,543.9460160699147,17.180349138447358,1570.7747783723296,1.250276009792148,114.31094946671065,2.4911697371317145,227.76409025204245
2411,PSEG Sewaren Generating Station,NJ,40.5558,-74.2469,PJM,609.5,0.0,609.5,2,2599523.86,0.4868733373039507,0.1498588640853793,0.1498588640853793,1.9240628866645701,175.91432106647497,5.044193040061929,461.1833636628049,0.41386290374164764,37.83889405637921,1.2454111225945133,113.86615978006976
55154,Lost Pines 1 Power Project,TX,30.1478,-97.2714,ERCO,609.0,0.0,609.0,3,2728001.0,0.5113557295064144,0.1707855266004327,0.1707855266004327,36.764300044469,3361.3074326371657,80.58025408190967,7367.337516060312,4.278320798377133,391.1607587087664,17.020502844810785,1556.160260096986
55661,Newington Energy Center,NH,43.1047,-70.8061,ISNE,605.5,0.0,605.5,3,1195255.81,0.225342241402064,0.1506237529745911,0.1506237529745911,7.337639861804057,670.8699302220851,33.89401659786446,3098.8815175190357,1.4942153535592653,136.61397518256138,6.705899509996907,613.1108123425743
55522,Sundance,AZ,32.9285,-111.5899,WALC,605.0,605.0,0.0,10,384034.0,0.072461979697347,0.2039025807293746,0.2039025807293746,107.6981777973542,9846.690541472382,107.6981777973542,9846.690541472382,28.427968339379053,2599.1285338860844,28.427968339379053,2599.1285338860844
2404,PSEG Kearny Generating Station,NJ,40.737283,-74.096464,PJM,605.0,605.0,0.0,10,141061.23,0.026616330804936,0.1509720791750741,0.1509720791750741,0.6741343688151104,61.63514229166722,0.8332856785663065,76.18611918320516,0.38606354832659157,35.29723870414551,0.44965457383853236,41.111275322380095
63688,Topaz Generating,TX,29.426389,-94.976667,ERCO,605.0,605.0,0.0,10,688707.0,0.1299496207404053,0.1676752495206271,0.1676752495206271,23.79798569500146,2175.815834971562,29.449247158939677,2692.50259738877,9.248498054646475,845.5769649962491,10.370202045643989,948.1327584588788
8031,Emery Station,IA,43.094,-93.292222,MISO,602.8,0.0,602.8,3,2357353.0,0.4464237288392373,0.1580449629470254,0.1580449629470254,96.28654239947367,8803.341019380448,96.7188223761778,8842.863760107683,27.40286710844886,2505.404992772467,27.415724310328322,2506.5805083728746
55514,Apex Generating Station,NV,36.415999,-114.960916,NEVP,600.6,0.0,600.6,3,2021687.0,0.3842593859717147,0.2059226673483782,0.2059226673483782,6.333388147435155,579.0526306226427,6.333388147435155,579.0526306226427,5.045235515889994,461.27867573851364,5.045235515889994,461.27867573851364
55218,Hinds Energy Facility,MS,32.378969,-90.219906,MISO,600.4,49.1,551.3,4,3437594.0,0.6535966129125484,0.1623697751744827,0.1623697751744827,16.89992314069798,1545.1358300066722,43.89413972454551,4013.1784891013035,5.3114143439891555,485.61502573615127,13.079944214726583,1195.880613917859
165,GREC,OK,36.190278,-95.2894,SWPP,600.3,0.0,600.3,2,2707611.0,0.5148892448752792,0.1688136901748395,0.1688136901748395,56.804160379297564,5193.523234678633,93.45517805045021,8544.473421755447,6.708331953595724,613.3332071858947,20.905115272122185,1911.3248248797424
55221,Harry L. Oswald,AR,34.5923,-92.2166,MISO,599.5,0.0,599.5,9,1149051.0,0.2187993419173512,0.1584613252113746,0.1584613252113746,32.260109483344536,2949.4957241915,63.055887920200995,5765.10975270409,7.5551698179268705,690.7583833533138,15.607253113897869,1426.948856127805
58835,Elk Station,TX,33.865,-101.843333,SWPP,599.4000000000001,599.4000000000001,0.0,3,1255428.0,0.2390952596432048,0.2027410257744034,0.2027410257744034,113.50407317578868,10377.515261786391,113.50998053881437,10378.055363548741,27.02062597149184,2470.4572316792537,27.021668447319904,2470.5525437549622
7836,Marsh Run Generation Facility,VA,38.5283,-77.7681,PJM,596.7,596.7,0.0,3,382317.2,0.0731414713955675,0.1537996574361359,0.1537996574361359,46.14588751316506,4219.052572632233,78.15754025748753,7145.832252113144,12.528821993623096,1145.4922965598257,18.111627544851736,1655.9202326721584
55392,Zion Energy Center,IL,42.4776,-87.895,PJM,596.7,596.7,0.0,3,362693.43,0.0693872290749808,0.1525858991685719,0.1525858991685719,32.11312039158743,2936.0567215165647,44.191592827486616,4040.3742013702044,10.291321374653768,940.9208113969157,13.256470121612189,1212.0201254045428
7872,Robert P Mone Plant,OH,40.9297,-84.7392,PJM,596.7,596.7,0.0,3,308829.46,0.0590824611466566,0.1462032637097751,0.1462032637097751,110.41452231334787,10095.042040077518,113.28723820355123,10357.690350038967,27.121051142928728,2479.6389616391975,27.81638252024782,2543.212116136943
55406,Bobby C Smith Jr Energy Facility,GA,32.277252,-81.284411,SOCO,596.6,0.0,596.6,3,1650261.0,0.3157659384916352,0.1644808512694447,0.1644808512694447,16.51281711654332,1509.7432792268178,51.157416310614295,4677.249491256163,3.7602103118290255,343.79065708151086,14.011570113073649,1281.0578389095906
55107,Rhode Island State Energy Center,RI,41.8017,-71.5186,ISNE,596.0,0.0,596.0,3,3529707.0,0.6760647467132481,0.1528226022502862,0.1528226022502862,3.916234194096028,358.0556977459225,23.175280133704202,2118.8827550815267,1.7086178821978855,156.2164920866638,8.151465991579824,745.2768906587268
55375,Astoria Energy,NY,40.7825,-73.8964,NYIS,595.0,0.0,595.0,3,4149880.1,0.796185890794674,0.1509720791750741,0.1509720791750741,0.27938352192131377,25.543636289948683,1.2349863643138672,112.91303902298213,0.07818568710484528,7.148405678157281,0.1737459713441006,15.885345951460625
10789,Sabine River Operations,TX,30.0552,-93.7579,MISO,594.9,0.0,594.9,4,2645809.02,0.507703804253967,0.1617638292944588,0.1617638292944588,14.16967894699678,1295.5135037254197,17.037182458059817,1557.6852533083259,4.87982935117041,446.15582639272316,5.5077472916079895,503.56546666130185
7946,Wansley Unit 9,GA,33.4083,-85.0403,SOCO,594.1,0.0,594.1,3,3453713.0,0.6636247683653337,0.1555429130059263,0.1555429130059263,24.29211923750408,2220.993758857516,68.5570328648979,6268.071576219237,4.711295758966632,430.74704081980633,14.860840421003614,1358.70540992033
55206,Corpus Christi Energy Center,TX,27.8139,-97.4283,ERCO,593.3,0.0,593.3,3,2528676.0,0.4865357219545195,0.1767526766062639,0.1767526766062639,26.71135814249934,2442.1813158856535,27.45881331122166,2510.5200741688373,2.8087773727487306,256.80250265131247,2.8483914542151854,260.42436152824547
55662,Chehalis Generating Facility,WA,46.6225,-122.9131,BPAT,593.3,0.0,593.3,3,2651878.0,0.5102406861398247,0.1152045050622959,0.1152045050622959,34.07158498057813,3115.116341081429,55.62616269358456,5085.82058912773,10.050856950313532,918.9354926000942,14.075508630528278,1286.903646219728
55295,Blythe Energy Inc,CA,33.6157,-114.6865,CISO,591.0,0.0,591.0,3,645060.0,0.124597269545465,0.2031052860568187,0.2031052860568187,75.00161843399329,6857.290828250814,75.00266090982134,6857.386140326522,25.32451779923073,2315.384484501095,25.32451779923073,2315.384484501095
913,Venice,IL,38.6642,-90.1764,MISO,586.0,586.0,0.0,4,26835.0,0.0052275702463883,0.1592372878684774,0.1592372878684774,8.97919179906312,820.9546787714851,9.387842323664444,858.3170124493205,1.8139079408324104,165.84301173324891,1.8761089985735984,171.5299655838718
1927,Riverside (MN),MN,45.0203,-93.2753,MISO,585.9,0.0,585.9,3,2769987.0,0.5396971524899055,0.1525436025052686,0.1525436025052686,1.2207391946636508,111.61044065496235,2.326111064354819,212.67301159815483,0.25019419873550486,22.874898170103297,0.3926658952376674,35.90088185030101
55192,Osceola Generating Station (FL),FL,28.1289,-81.0978,FPC,580.0,580.0,0.0,3,544.323,0.0001071333254605,0.1759613656130945,0.1759613656130945,43.53101064443634,3979.978116062751,51.30822781374098,4691.037971542031,13.052839843196903,1193.4024999494309,14.261069327923778,1303.869195695888
688,Arvah B Hopkins,FL,30.4522,-84.4,TAL,579.1,121.0,458.1,4,1440659.304,0.2839903724011988,0.1634559693435391,0.1634559693435391,4.890601601393744,447.1407178417137,22.324619858003487,2041.1081013031758,0.9736724234123398,89.02147871198534,5.573075776833371,509.53835673905104
55126,Milford Power Project,CT,41.224355,-73.099728,ISNE,578.0,0.0,578.0,2,3793320.0,0.749182348201166,0.149466660145887,0.149466660145887,1.0219738034459998,93.4376048864914,9.206104037638514,841.7009405840927,0.38641104026927975,35.32900939604843,2.23506817537051,204.34909031958946
55212,ANP Blackstone Energy Project,MA,42.059876,-71.515811,ISNE,578.0,0.0,578.0,2,1991001.0,0.3932235625918377,0.1485808249563513,0.1485808249563513,5.645354100912517,516.1466606548586,40.04705642704444,3661.4451590440626,1.9282327899768286,176.29556936931002,13.51708907862834,1235.8481443317337
55211,ANP Bellingham Energy Project,MA,42.110577,-71.453468,ISNE,578.0,0.0,578.0,2,2668246.0,0.5269797443554376,0.1485808249563513,0.1485808249563513,5.169290139429681,472.6208127478565,37.8981662534606,3464.9752003163976,0.961857697360941,87.94127518728602,8.275173123176824,756.5872569761667
55259,Whiting Clean Energy,IN,41.6739,-87.4775,MISO,576.8,0.0,576.8,3,3059814.0,0.6055718370603994,0.1490245881532177,0.1490245881532177,2.8953028664780924,264.71340493513986,3.672642342271599,335.7844427219747,0.6119333110739223,55.94818844104432,0.7557949753468377,69.10125488885372
568,Bridgeport Station,CT,41.1706,-73.1844,ISNE,576.3,0.0,576.3,2,3483317.6,0.6899861104178205,0.1497905851981978,0.1497905851981978,0.970544995928146,88.73554248485905,6.12385050599417,559.8949034051811,0.2877233285458306,26.306132895618795,0.5726667215501556,52.358100256014225
7985,Greater Des Moines,IA,41.5563,-93.5283,MISO,576.3,0.0,576.3,3,2178470.0,0.431517941964841,0.1561236089788421,0.1561236089788421,44.46367901861147,4065.250653130191,51.648422425632724,4722.141478914991,11.153101392520506,1019.7121273161605,13.586934959108667,1242.234053404221
7512,Arthur Von Rosenberg,TX,29.257046,-98.384045,ERCO,575.0,0.0,575.0,3,3019748.0,0.5995132023029581,0.1711825004230328,0.1711825004230328,73.24782659924594,6696.944146216771,86.06541439724292,7868.837887747923,17.41699115141802,1592.4106195582187,20.328278647259772,1858.5854763208931
4937,Thomas C Ferguson,TX,30.558,-98.3721,ERCO,574.6,0.0,574.6,3,3612457.0,0.7176834947320908,0.1728231725172471,0.1728231725172471,62.27194609749641,5693.4350717710995,85.94587716895819,7857.908769733319,7.643780263312363,698.8599097885588,11.303912895647185,1033.5006076020281
55015,Sweeny Cogen Facility,TX,29.0728,-95.745,ERCO,572.0,572.0,0.0,4,2147042.8,0.4284898777022064,0.1653362486120594,0.1653362486120594,48.67423888816441,4450.216126917889,71.35469049548061,6523.857416729655,8.792241133896868,803.8620465277135,12.773456321275589,1167.8588636594823
7158,Woodsdale,OH,39.4492,-84.4611,PJM,571.8,571.8,0.0,6,365581.55,0.0729854033804967,0.1501315281674155,0.1501315281674155,40.35319682855274,3689.435138610536,52.83545490185562,4830.670162455371,11.579126514256242,1058.662995589142,15.10095735340116,1380.6589580252487
7813,Sewell Creek Energy,GA,33.9486,-85.2769,SOCO,570.0,570.0,0.0,4,522907.0,0.1047238244011856,0.1534686173495066,0.1534686173495066,28.3883542579126,2595.5066750091514,67.69073545177622,6188.867241305254,10.362904714847536,947.4655739289175,20.625384258258183,1885.7494178978907
55664,Harrison County Power Project,TX,32.3958,-94.4367,SWPP,570.0,0.0,570.0,3,3247919.0,0.6504684370744213,0.1588110514130396,0.1588110514130396,37.4683187203553,3425.674854432484,70.91372322020929,6483.540408704848,6.5543930229848515,599.2587906729007,13.588672418822108,1242.3929068637356
55251,Gleason Generating Facility,TN,36.2454,-88.612,TVA,567.8,567.8,0.0,3,185773.0,0.037349354473969,0.1585271427609227,0.1585271427609227,64.26654984852668,5875.798843293867,93.87703326887369,8583.043041725594,18.180778441446687,1662.2426003608398,21.57229980208353,1972.324553333351
56102,Currant Creek,UT,39.82144,-111.89345,PACE,566.9,0.0,566.9,3,2861379.0,0.5761888134700377,0.182513162422342,0.182513162422342,45.54820137174135,4164.406982559209,45.74592428713094,4182.484506251971,14.36323195907411,1313.209779115347,14.36323195907411,1313.209779115347
7063,McIntosh (AL),AL,31.2546,-88.0299,SOCO,566.0,566.0,0.0,4,257897.47,0.0520147534569275,0.1575973872084148,0.1575973872084148,11.467929092596016,1048.496374180207,50.21953555729884,4591.500393810179,3.2021382518717743,292.7669258854193,13.445158246491882,1229.2716111078291
55247,"Darby Power, LLC",OH,39.7139,-83.1778,PJM,564.0,564.0,0.0,6,507093.95,0.1026373000259075,0.1494884160319518,0.1494884160319518,101.3307354395356,9264.524383043254,108.93837654080839,9960.080140873908,26.700585892276006,2441.196424436663,27.932792321048368,2553.855297924422
55294,Westbrook Energy Center Power Plant,ME,43.6575,-70.375,ISNE,563.9,0.0,563.9,3,3022422.0,0.6118555461354024,0.1477639863002744,0.1477639863002744,12.942684897364742,1183.3311906162048,48.29234524315007,4415.300136516577,3.8158090226591375,348.8739677859782,11.981869675831867,1095.4852275046276
1904,Black Dog,MN,44.8108,-93.2501,MISO,562.8,238.0,324.8,3,2309742.0,0.4684953412974267,0.1499664693466793,0.1499664693466793,2.0404726874651176,186.5575028539536,5.787478305471991,529.1408736431534,0.5643269149256388,51.59560365034411,1.0695801995942833,97.7901896771916
55391,RockGen Energy Center,WI,42.9767,-89.0492,MISO,561.0,561.0,0.0,3,403541.79,0.0821148206480599,0.1510993739318331,0.1510993739318331,80.92010120185873,7398.409252741369,88.13472891595116,8058.032358029819,21.667860086322786,1981.0614936066545,23.35250102447519,2135.085807952017
55985,Palomar Energy,CA,33.1197,-117.117778,CISO,559.0,0.0,559.0,3,925649.0,0.1890298641572932,0.1929887491293062,0.1929887491293062,6.152692337237291,562.5318708331237,6.233310467940954,569.9026713546015,0.9396182130288961,85.90795090549906,0.9507379551949185,86.92461304639254
56807,Bear Garden,VA,37.695556,-78.285278,PJM,559.0,0.0,559.0,3,3420616.4,0.6985354636867858,0.1539868399710958,0.1539868399710958,23.83655730063985,2179.342381772786,71.82762702947926,6567.097328409532,5.914312864553184,540.7371761877197,16.52845425396429,1511.1729603624492
6061,R D Morrow,MS,31.2186,-89.394,MISO,558.0,0.0,558.0,2,2677705.0,0.5478030228637829,0.1593111546471653,0.1593111546471653,22.758289802478362,2080.7579247980216,69.9296260385163,6393.565809235775,4.4100202446559615,403.20185093997355,18.494216173751447,1690.8997644572748
55970,Cosumnes,CA,38.338475,-121.123978,BANC,556.8,0.0,556.8,3,3798128.8,0.7786931519970608,0.1788813930237882,0.1788813930237882,95.80908847022009,8759.688088705836,95.84870255168654,8763.30994758277,24.339378141709677,2225.314572956313,24.35119286776108,2226.3947764810127
55710,Allegheny Energy Units 3 4 & 5,PA,40.545278,-79.768611,PJM,556.0,0.0,556.0,3,4049593.0,0.8314429962879012,0.1371423885946192,0.1371423885946192,2.6218267075824784,239.70987040754085,10.427538216187543,953.3749226228609,0.4774539292535885,43.6529306746138,2.110666059888134,192.97518261834367
55404,Carville Energy LLC,LA,30.2294,-91.065,MISO,555.0,0.0,555.0,3,2967209.0,0.6103107902422971,0.1651658535539639,0.1651658535539639,40.83308320140515,3733.3104641284704,42.96077636648501,3927.8424106500574,8.323127011267795,760.9716124587698,8.60042558153298,786.3246245973008
55283,Front Range Power Plant,CO,38.6281,-104.7069,WACM,554.3,0.0,554.3,3,1813785.0,0.3735397477751774,0.1912325447192419,0.1912325447192419,92.11663908721526,8422.092716545394,92.15521069285366,8425.61926334662,23.596092876299615,2157.3570629759647,23.59922030378381,2157.6429992030908
55457,McClain Energy Facility,OK,35.29774,-97.58985,SWPP,551.3,0.0,551.3,3,2053279.0,0.425163395444723,0.1761567698749268,0.1761567698749268,69.06263364150924,6314.297932937987,81.14006360158037,7418.5201007159185,19.7354573930337,1804.3846759345092,22.95531773398257,2098.771907106978
55545,Hidalgo Energy Center,TX,26.34172,-98.175759,ERCO,551.3,0.0,551.3,3,2056206.0,0.4257694763808582,0.1763063294743471,0.1763063294743471,66.55860670249807,6085.358327085537,68.36278486893521,6250.311759445504,14.749990491286077,1348.5705592032982,14.935551188681577,1365.5361086794583
55220,Attala,MS,33.0147,-89.6753,MISO,551.3,0.0,551.3,3,2956937.0,0.6122798582346252,0.1600574546094356,0.1600574546094356,26.68077885154278,2439.3854949981965,77.02853893569356,7042.609274120553,8.358571189421992,764.2122230328678,19.215609446772152,1756.8557208477393
56349,Quail Run Energy Center,TX,31.8414,-102.315,ERCO,550.4,0.0,550.4,6,3069777.0,0.636684528313157,0.201689299208725,0.201689299208725,72.18276379490659,6599.566975534316,72.18623871433348,6599.884682453347,16.63304932871344,1520.7359386252285,16.636176756197635,1521.021874852355
55068,Maine Independence Station,ME,44.8242,-68.7094,ISNE,550.2,0.0,550.2,3,2546844.0,0.5284180596843987,0.1448003908735754,0.1448003908735754,9.685295426605544,885.5127247182211,59.42007972385434,5432.693003323825,3.682372116666868,336.6740220952565,15.627060154631097,1428.7597855662716
404,Scattergood,CA,33.918151,-118.427648,LDWP,549.6,213.8,335.8,4,918657.0,0.1908106269067416,0.1872196643929611,0.1872196643929611,0.6028985205640292,55.12215045156837,0.6035935044494055,55.185691835374215,0.21857243195087855,19.983765206937466,0.21857243195087855,19.983765206937466
399,Harbor,CA,33.7706,-118.2656,LDWP,548.1,302.5,245.6,8,250977.0,0.0522721081294534,0.1925233203591783,0.1925233203591783,1.288152631545162,117.77395488412907,1.3284616968969933,121.45935514486794,0.46946161457175983,42.922204760846604,0.47363151788401825,43.303453063681665
7837,Louisa Generation Facility,VA,38.1181,-78.2139,PJM,545.7,545.7,0.0,5,516182.49,0.1079804687205825,0.1510222783723244,0.1510222783723244,22.44033467491866,2051.6877417068486,57.8250917069155,5286.865527489416,6.99327534660005,639.3851745462902,17.31865093163726,1583.4195137496922
59326,Middletown Energy Center,OH,39.465,-84.347778,PJM,543.9,0.0,543.9,2,3612505.0,0.7582026393180992,0.1489845920799412,0.1489845920799412,42.896142865145,3921.9330619561138,57.737176245415384,5278.827542437977,8.621970081979649,788.2944074952821,11.0443364144591,1009.7679007505461
59325,Kings Mountain Energy Center,NC,35.2025,-81.363056,DUK,543.9,0.0,543.9,2,3322502.0,0.6973359996843362,0.1663750219252172,0.1663750219252172,23.95400957726846,2190.0808756359734,58.16459133492187,5317.905493478571,5.153653002008713,471.1911316122251,12.014533918444558,1098.4716725435023
55414,Shady Hills Generating Station,FL,28.3665,-82.558611,FPC,541.2,541.2,0.0,3,387673.4,0.0817719038024751,0.1774920003670462,0.1774920003670462,14.727056023068656,1346.4736935377055,33.25011402806322,3040.0104254229227,3.8707127496038733,353.8937371066398,10.661400293616701,974.7565982735268
676,C D McIntosh Jr,FL,28.0801,-81.9229,FMPP,540.6,156.6,384.0,4,2343225.211,0.4948047769939371,0.1762540663199998,0.1762540663199998,14.100528050401829,1289.1911360367385,16.3102293139561,1491.2209658474146,1.7864560773600424,163.33312707291813,2.158967439921794,197.39130879284974
55438,MRP Elgin LLC,IL,42.000061,-88.244572,PJM,540.0,540.0,0.0,4,62188.999,0.0131466681464569,0.1486472193751661,0.1486472193751661,13.567475410318128,1240.4548946576572,22.28917567984929,2037.8674907290776,4.080597882987547,373.08323501600427,5.97894636589319,546.646524881663
7917,Chattahoochee Energy Facility,GA,33.4072,-85.0386,SOCO,539.7,0.0,539.7,3,2923072.0,0.6182768542983883,0.1555429130059263,0.1555429130059263,23.91231054414588,2186.268392607623,68.58900212362522,6270.994479874305,4.574383933547481,418.2293882100554,14.823311291193288,1355.2741751948147
57901,El Segundo Energy Center LLC,CA,33.910556,-118.425,CISO,537.4,0.0,537.4,4,169632.0,0.036033464014968,0.1872196643929611,0.1872196643929611,0.5486897775046697,50.165922514712655,0.5493847613900461,50.229463898518496,0.20397777035797413,18.649396147014773,0.20397777035797413,18.649396147014773
55077,Desert Star Energy Center,NV,35.788889,-114.994167,CISO,537.3,0.0,537.3,3,1023123.0,0.2173736516167851,0.2003245265102149,0.2003245265102149,78.16518508022666,7146.531207335009,78.16518508022666,7146.531207335009,24.728221625577774,2260.865977195682,24.728221625577774,2260.865977195682
7925,Lakefield Junction,MN,43.798439,-94.841451,MISO,535.8,535.8,0.0,6,63940.0,0.0136227823030811,0.1558616072342501,0.1558616072342501,108.60964916302535,9930.025066333745,109.60556107076974,10021.079869327517,28.120437970099996,2571.0114715519994,28.331365579311733,2590.2962815370724
56806,Cedar Bayou 4,TX,29.751645,-94.92312,ERCO,535.5,0.0,535.5,3,2266071.0,0.4830698489441438,0.1613469515151865,0.1613469515151865,23.084237244719894,2110.5588338029615,28.11939549427193,2570.9161594762904,5.777053547191345,528.1877528860658,7.476636638879337,683.5782069832536
55098,Frontera Energy Center,TX,26.208,-98.3992,ERCO,529.0,0.0,529.0,3,2266170.0,0.4890268534583215,0.1821164256385189,0.1821164256385189,32.60412650660586,2980.948709175392,34.505254925053,3154.766164576274,9.125138414992165,834.2983693707121,9.743674072977162,890.8502009579119
56196,Zeltmann,NY,40.7889,-73.9069,NYIS,528.0,0.0,528.0,3,3681252.0,0.7958981942714819,0.1509720791750741,0.1509720791750741,0.2870283446604542,26.24259151181295,1.0278811664716991,93.97770664884105,0.08513552595860929,7.783819516215706,0.20988513338367354,19.189497909364434
50625,ExxonMobil Beaumont Refinery,TX,30.0636,-94.0753,MISO,527.6,527.6,0.0,4,3564299.0,0.7711968299632003,0.1643375556495981,0.1643375556495981,16.689690515371616,1525.9145614054048,18.770472268188566,1716.1574645200972,1.2130943719245104,110.91148543309808,1.2405462353968784,113.42137009342886
58562,Montana Power Station,TX,31.823889,-106.211944,EPE,527.2,527.2,0.0,4,1156834.1,0.2504906813630726,0.213859139668081,0.213859139668081,93.89927275320574,8585.07636600738,93.89927275320574,8585.07636600738,21.48751176806761,1964.5725045090383,21.48751176806761,1964.5725045090383
2963,Northeastern,OK,36.4317,-95.7008,SWPP,527.0,0.0,527.0,3,1638077.0,0.354829395302089,0.1673627991385636,0.1673627991385636,72.12577511630573,6594.356582062237,90.94072635315838,8314.580695145909,17.835371450414616,1630.662532609336,21.388824056344163,1955.5496280086088
61035,Birdsboro Power,PA,40.268522,-75.799669,PJM,525.0,0.0,525.0,1,3710748.0,0.8068597521200261,0.1455386166581493,0.1455386166581493,22.53658994304329,2060.488223363958,40.96374017185591,3745.2562442839685,4.9184009568088,449.6823731939474,11.300090484277616,1033.1511299910962
61322,Long Ridge Energy Generation,OH,39.70257,-80.84552,PJM,521.9,0.0,521.9,1,3752294.0,0.8207397277772382,0.1367940005447732,0.1367940005447732,2.085994131957272,190.71946349323628,6.313233614759239,577.2099304922732,0.37841872558745115,34.598283482281246,1.1091942810607383,101.41204855412462
55065,Mustang Station,TX,32.9728,-102.7417,SWPP,521.0,0.0,521.0,3,2313081.0,0.5068144769016381,0.2048739959956333,0.2048739959956333,107.35485575797826,9815.301097872296,107.35485575797826,9815.301097872296,27.58634285418823,2522.1799180972093,27.58634285418823,2522.1799180972093
55042,Bridgeport Energy Project,CT,41.1692,-73.1844,ISNE,520.0,0.0,520.0,3,2649661.0,0.5816783017211099,0.1497905851981978,0.1497905851981978,0.9590777618194354,87.68710965206265,5.913617880667808,540.6736348039138,0.2873758366031424,26.274362203715874,0.5459098419631642,49.91175697948929
55276,Ceredo Generating Station,WV,38.3681,-82.5339,PJM,519.0,519.0,0.0,6,492386.0,0.1083014402477542,0.1415165865204614,0.1415165865204614,3.6959243024317083,337.91307907947044,9.509811995548002,869.4685253072458,0.8861044538549131,81.0152643524492,2.4890847854755855,227.57346610062493
